id,road,lrp,chainage,lat,lon,name,model_type,structure_type,length,condition
666,N1,LRP279B,275.816,22.2080278,92.0357774,Bridge end,bridge,Bridge,286.00000000000136,C
667,N1,LRP279C,276.102,22.2059444,92.0370274,Bridge start,bridge,Bridge,12.000000000000457,C
668,N1,LRP279D,276.114,22.2058889,92.0371386,Bridge end,bridge,Bridge,105.0000000000182,C
669,N1,LRP280,276.219,22.2054167,92.0380274,Km post missing,link,,1093.999999999994,
670,N1,LRP281,277.313,22.1977774,92.0433886,Info.Missing,link,,699.9999999999886,
671,N1,LRP281A,278.013,22.1917219,92.0453608,Road to Barma (Z1036),link,,313.000000000045,
672,N1,LRP282,278.326,22.1897497,92.046583,Info.Missing,link,,1012.9999999999768,
673,N1,LRP283,279.339,22.1822771,92.0513889,Info.Missing,link,,821.0000000000264,
674,N1,LRP283A,280.16,22.1750827,92.0528611,Box culvert,bridge,Box Culvert,178.99999999997362,B
675,N1,LRP284,280.339,22.1735827,92.0534167,Km post missing,link,,1000.0,
676,N1,LRP285,281.339,22.1652222,92.0548889,Km post missing,link,,1000.0,
677,N1,LRP286,282.339,22.1629722,92.0641944,Km post missing,link,,514.9999999999864,
678,N1,LRP286A,282.854,22.1596667,92.0674716,Bridge start,bridge,Bridge,217.00000000004135,B
679,N1,LRP286B,283.071,22.1580556,92.0686104,Bridge end,bridge,Bridge,267.99999999997226,B
680,N1,LRP287,283.339,22.156,92.0701104,Km post missing,link,,663.9999999999873,
681,N1,LRP287A,284.003,22.1509722,92.0696938,Bridge start,bridge,Box Culvert,9.000000000014552,A
682,N1,LRP287B,284.012,22.1508889,92.069666,Bridge end,bridge,Box Culvert,206.00000000001728,A
683,N1,LRP288,284.218,22.1491386,92.0696104,"Cox,s Bazar 111 km,Kasherhat 5 km",link,,950.999999999965,
684,N1,LRP289,285.169,22.1406663,92.0697771,Keranirhat 4 km,link,,302.99999999999727,
685,N1,LRP289A,285.472,22.1379163,92.0698882,Box Culvert,bridge,Box Culvert,501.0000000000332,A
686,N1,LRP289B,285.973,22.1334441,92.0700827,Box Culvert,bridge,Box Culvert,161.00000000000136,A
687,N1,LRP290,286.134,22.1320549,92.0701938,"Cox,s Bazar 109 km",link,,118.99999999997137,
688,N1,LRP290A,286.253,22.1308049,92.070416,Bridge start,bridge,Bridge,61.00000000003547,A
689,N1,LRP290B,286.314,22.1304716,92.0704993,Bridge end,bridge,Bridge,223.99999999998957,A
690,N1,LRP290C,286.538,22.1285271,92.0708604,Bridge start,bridge,Bridge,31.00000000000591,A
691,N1,LRP290D,286.569,22.1282771,92.070916,Bridge end,bridge,Bridge,484.9999999999568,A
692,N1,LRP291,287.054,22.1240271,92.0715827,Info.Missing,link,,10.000000000047748,
693,N1,LRP291A,287.064,22.123666,92.0716382,Box culvert,bridge,Box Culvert,388.9999999999532,A
694,N1,LRP291B,287.453,22.1208049,92.0719438,Box culvert,bridge,Box Culvert,600.9999999999991,A
695,N1,LRP292,288.054,22.1151944,92.072416,Km post missing,link,,282.0000000000391,
696,N1,LRP292A,288.336,22.1133056,92.0726938,Box culvert,bridge,Box Culvert,717.9999999999609,A
697,N1,LRP293,289.054,22.1062222,92.0738049,Km post missing,link,,558.0000000000496,
698,N1,LRP293A,289.612,22.1021667,92.0740549,Road to Bandarban(N108),link,,111.99999999996636,
699,N1,LRP293B,289.724,22.0993052,92.0743604,Box culvert,bridge,Box Culvert,250.0,A
700,N1,LRP293C,289.974,22.0977497,92.0750271,Road to Satkaria (Z1019),link,,30.00000000002956,
701,N1,LRP294,290.004,22.097583,92.0752216,Km post missing,link,,611.9999999999663,
702,N1,LRP294A,290.616,22.0942219,92.0798604,Box culvert,bridge,Box Culvert,222.00000000003683,A
703,N1,LRP295,290.838,22.092833,92.0812493,"Cox,s Bazar 104 km",link,,955.9999999999604,
704,N1,LRP296,291.794,22.0876941,92.088583,"Cox,s Bazar 103 km,Pasea 5 km",link,,545.9999999999923,
705,N1,LRP296A,292.34,22.0844441,92.0924997,Box culvert,bridge,Box Culvert,418.0000000000064,A
706,N1,LRP297,292.758,22.0826104,92.0958886,"Cox,s Bazar 102 km,Pasha 3 km",link,,300.00000000001137,
707,N1,LRP297A,293.058,22.081166,92.0982774,Box culvert,bridge,Box Culvert,699.9999999999886,A
708,N1,LRP298,293.758,22.0752216,92.1001944,Km post missing,link,,704.0000000000077,
709,N1,LRP298A,294.462,22.0699438,92.1038333,Bridge start,bridge,Bridge,33.00000000001546,A
710,N1,LRP298B,294.495,22.0698049,92.104,Bridge end,bridge,Bridge,177.00000000002092,A
711,N1,LRP299,294.672,22.0686938,92.10525,"Cox,s Bazar 100 km,Pasra 2 km",link,,565.9999999999741,
712,N1,LRP299A,295.238,22.0641667,92.107,Bridge start,bridge,Bridge,45.00000000001592,A
713,N1,LRP299B,295.283,22.0638611,92.1070833,Bridge end,bridge,Bridge,379.99999999999545,A
714,N1,LRP299C,295.663,22.0605556,92.1078056,Box culvert,bridge,Box Culvert,9.000000000014552,A
715,N1,LRP300,295.672,22.0604722,92.1078611,Km post missing,link,,423.0000000000018,
716,N1,LRP300A,296.095,22.0568611,92.1090833,Box culvert,bridge,Box Culvert,514.9999999999864,A
717,N1,LRP300B,296.61,22.0522778,92.1091111,Box culvert,bridge,Box Culvert,62.00000000001182,A
718,N1,LRP301,296.672,22.0516944,92.1090278,Km post missing,link,,329.9999999999841,
719,N1,LRP301A,297.002,22.0486386,92.1082222,Box culvert,bridge,Box Culvert,438.9999999999645,A
720,N1,LRP301B,297.441,22.0449719,92.1078333,Road to Tonkabati (Z1013),link,,95.00000000002728,
721,N1,LRP301C,297.536,22.0443052,92.1073056,Box culvert,bridge,Box Culvert,136.0000000000241,A
722,N1,LRP302,297.672,22.0434441,92.1063056,Km post missing,link,,694.9999999999932,
723,N1,LRP302A,298.367,22.0379163,92.104,Box culvert,bridge,Box Culvert,96.99999999998,A
724,N1,LRP303,298.464,22.037083,92.1039722,"Cox.s Bazar 96 km,Lohaona 3 km",link,,567.0000000000073,
725,N1,LRP303A,299.031,22.0320827,92.1041667,Box culvert,bridge,Box Culvert,377.9999999999859,A
726,N1,LRP303B,299.409,22.028916,92.1035556,Bridge start,bridge,Bridge,55.00000000000682,A
727,N1,LRP304,299.464,22.0284438,92.1032778,Km post missing,link,,19.000000000005457,
728,N1,LRP304A,299.483,22.0283327,92.1031944,Bridge end,bridge,Bridge,899.0000000000009,A
729,N1,LRP305,300.382,22.020666,92.1015556,"Cox,s Bazar 94 km,Lohaona 1 km",link,,14.000000000010004,
730,N1,LRP305A,300.396,22.0205549,92.1015,Box culvert,bridge,Box Culvert,923.0000000000018,A
731,N1,LRP306,301.319,22.0153056,92.094833,"Cox,s Bazar 93 km,Lohagora 6 km",link,,930.0000000000068,
732,N1,LRP306A,302.249,22.0077222,92.0927497,Box culvert,bridge,Box Culvert,48.99999999997817,A
733,N1,LRP307,302.298,22.0074167,92.0924997,"Cox,s Bazar 92 km,Lohagra 0 km",link,,464.999999999975,
734,N1,LRP307A,302.763,22.0039167,92.0904163,Box culvert,bridge,Box Culvert,540.0000000000205,A
735,N1,LRP307B,303.303,21.9999441,92.0880274,Box culvert,bridge,Box Culvert,16.000000000019554,A
736,N1,LRP308,303.319,21.999833,92.0879997,"Cox,s Bazar 87 km",link,,546.9999999999686,
737,N1,LRP308A,303.866,21.9951108,92.0873608,Box culvert,bridge,Box Culvert,16.999999999995907,A
738,N1,LRP308B,303.883,21.9950552,92.0872774,Box culvert,bridge,Box Culvert,434.0000000000259,A
739,N1,LRP308C,304.317,21.9913886,92.086083,Bridge start,bridge,Bridge,60.000000000002274,A
740,N1,LRP308D,304.377,21.9908886,92.0859163,Bridge end,bridge,Box Culvert,19.000000000005457,A
741,N1,LRP309,304.396,21.9907219,92.0858608,"Cox,s Bazar 86 km,Chokaria 28 km",link,,159.99999999996817,
742,N1,LRP309A,304.556,21.9893886,92.085333,Box culvert,bridge,Box Culvert,406.0000000000059,A
743,N1,LRP309B,304.962,21.9862219,92.0835274,Bridge start,bridge,Bridge,24.00000000000091,A
744,N1,LRP309C,304.986,21.9860552,92.0834441,Bridge end,bridge,Bridge,389.00000000001,A
745,N1,LRP310,305.375,21.9829716,92.0817771,"Cox,s Bazar 87 km,Chokaria 27 km",link,,264.9999999999864,
746,N1,LRP310A,305.64,21.9811104,92.0800271,Bridge start,bridge,Bridge,25.000000000034102,A
747,N1,LRP310B,305.665,21.9810549,92.0799438,Bridge end,bridge,Bridge,253.99999999996223,A
748,N1,LRP310C,305.919,21.9798882,92.0778327,Box culvert,bridge,Box Culvert,342.0000000000414,A
749,N1,LRP310D,306.261,21.9789716,92.0747493,Box culvert,bridge,Box Culvert,132.99999999998136,A
750,N1,LRP311,306.394,21.9781104,92.0739993,"Cox,s Bazar 88 km,Chowria 27 km",link,,1016.999999999996,
751,N1,LRP312,307.411,21.9729438,92.0670827,"Cox,s Bazar 83 km,Chokaria 25 km",link,,170.99999999999227,
752,N1,LRP312A,307.582,21.9720827,92.0657222,Road to Banskhali (R171),link,,564.0000000000214,
753,N1,LRP312B,308.146,21.967666,92.0635,Box culvert,bridge,Box Culvert,264.9999999999864,A
754,N1,LRP313,308.411,21.9654167,92.0625556,Km post missing,link,,254.99999999999545,
755,N1,LRP313A,308.666,21.9620278,92.0633611,Bridge start,bridge,Bridge,21.000000000015007,A
756,N1,LRP313B,308.687,21.9618611,92.0634444,Bridge end,bridge,Bridge,372.0000000000141,A
757,N1,LRP313C,309.059,21.9590833,92.0653889,Box culvert,bridge,Box Culvert,351.99999999997544,A
758,N1,LRP314,309.411,21.9578333,92.0665833,Km post missing,link,,84.99999999997954,
759,N1,LRP314A,309.496,21.9569167,92.0673327,Box culvert,bridge,Box Culvert,521.000000000015,A
760,N1,LRP314B,310.017,21.9516111,92.0678604,Bridge start,bridge,Bridge,21.000000000015007,A
761,N1,LRP314C,310.038,21.9514444,92.0678604,Bridge end,bridge,Bridge,302.99999999999727,A
762,N1,LRP315,310.341,21.9489441,92.0675271,Info.Missing,link,,461.00000000001273,
763,N1,LRP315A,310.802,21.9446663,92.0668049,Box culvert,bridge,Box Culvert,538.9999999999873,A
764,N1,LRP316,311.341,21.940583,92.0643889,Km post missing,link,,615.0000000000091,
765,N1,LRP316A,311.956,21.9354441,92.0623056,Box culvert,bridge,Box Culvert,252.9999999999859,A
766,N1,LRP316B,312.209,21.9333608,92.0614167,Box culvert,bridge,Box Culvert,156.99999999998226,A
767,N1,LRP317,312.366,21.9322216,92.06075,"Cox,s Bazar 78 km",link,,78.00000000003138,
768,N1,LRP317A,312.444,21.931666,92.0603611,Box culvert,bridge,Box Culvert,264.00000000001,A
769,N1,LRP317B,312.708,21.9296104,92.0592778,Box culvert,bridge,Box Culvert,672.999999999945,A
770,N1,LRP318,313.381,21.9235827,92.0585,"Cox,s Bazar 77 km/Start of Cox's Bazar Road Division. / Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.",link,,585.0000000000364,
771,N1,LRP318A,313.966,21.9177216,92.0597778,Box culvert,bridge,Box Culvert,302.99999999999727,A
772,N1,LRP318B,314.269,21.9160833,92.0601389,Box culvert,bridge,Box Culvert,146.99999999999136,A
773,N1,LRP319,314.416,21.9148333,92.0604722,"Cox,s Bazar 76 km",link,,223.0000000000132,
774,N1,LRP319A,314.639,21.9128611,92.0606667,Box culvert,bridge,Box Culvert,510.99999999996726,A
775,N1,LRP319B,315.15,21.9083889,92.0605278,Box culvert,bridge,Box Culvert,270.00000000003865,A
776,N1,LRP320,315.42,21.9059444,92.0609167,"Cox,s Bazar 75 km",link,,307.9999999999927,
777,N1,LRP320A,315.728,21.9031667,92.0611667,Road to Lama(Z1007),link,,564.9999999999977,
778,N1,LRP321,316.293,21.8969997,92.0612222,"Cox,s Bazar 74 km",link,,62.99999999998818,
779,N1,LRP321A,316.356,21.89646793301105,92.06108684571824,Road to Toitong (Z1124),link,,661.0000000000014,
780,N1,LRP321B,317.017,21.8908886,92.0596667,Box culvert,bridge,Box Culvert,281.99999999998226,A
781,N1,LRP322,317.299,21.8883886,92.0600833,"Cox,s Bazar 73 km",link,,833.0000000000268,
782,N1,LRP322A,318.132,21.8810271,92.0589722,Box culvert,bridge,Box Culvert,178.99999999997362,A
783,N1,LRP323,318.311,21.879416,92.0590833,Cox's Bazar 72 km,link,,508.0000000000382,
784,N1,LRP323A,318.819,21.874916,92.0591111,Box culvert,bridge,Box Culvert,500.9999999999764,A
785,N1,LRP324,319.32,21.8704993,92.0591389,Info.Missing,link,,906.9999999999824,
786,N1,LRP324A,320.227,21.8625,92.0595,Box culvert,bridge,Box Culvert,93.00000000001774,A
787,N1,LRP325,320.32,21.8616389,92.0596111,Km post missing,link,,221.99999999998,
788,N1,LRP325A,320.542,21.8597222,92.0602778,Bridge start,bridge,Bridge,59.00000000002592,A
789,N1,LRP325B,320.601,21.8592222,92.0604444,Bridge end,bridge,Bridge,723.9999999999895,A
790,N1,LRP326,321.325,21.85275,92.0609722,"Cox,s Bazar 69 km",link,,21.000000000015007,
791,N1,LRP326A,321.346,21.8526111,92.0609722,Box culvert,bridge,Box Culvert,228.999999999985,A
792,N1,LRP326B,321.575,21.8505,92.0609444,Box culvert,bridge,Box Culvert,764.9999999999864,A
793,N1,LRP327,322.34,21.8441386,92.0628056,"Cox,s Bazar 68 km",link,,213.00000000002228,
794,N1,LRP327A,322.553,21.842583,92.0638611,Box culvert,bridge,Box Culvert,322.0000000000028,A
795,N1,LRP327B,322.875,21.8399719,92.0651389,Box culvert,bridge,Box Culvert,482.0000000000277,A
796,N1,LRP328,323.357,21.8363052,92.067416,"Cox,s Bazar 67 km",link,,313.99999999996453,
797,N1,LRP328A,323.671,21.8336663,92.0684438,Box culvert,bridge,Box Culvert,170.99999999999227,A
798,N1,LRP328B,323.842,21.8322216,92.0689993,Road to Paharchaanda(Z1125),link,,482.0000000000277,
799,N1,LRP329,324.324,21.8280827,92.0712771,Cox's Bazar 66 km,link,,293.9999999999827,
800,N1,LRP329A,324.618,21.8256938,92.0723882,Bridge start,bridge,Bridge,48.00000000000182,A
801,N1,LRP329B,324.666,21.8252771,92.0725549,Bridge end,bridge,Bridge,516.9999999999959,A
802,N1,LRP329C,325.183,21.8208882,92.0741104,Box culvert,bridge,Box Culvert,149.0000000000009,A
803,N1,LRP330,325.332,21.8195271,92.0741382,Cox's Bazar 65km,link,,180.9999999999832,
804,N1,LRP330A,325.513,21.8179716,92.073916,Box culvert,bridge,Box Culvert,831.0000000000173,A
805,N1,LRP331,326.344,21.8119444,92.0776382,Cox.s Bazar 64 km,link,,843.9999999999941,
806,N1,LRP331A,327.188,21.8045278,92.077166,Road to Paharchanda(Z1002),link,,156.0000000000059,
807,N1,LRP331B,327.344,21.8031389,92.0772493,Bridge start,bridge,Box Culvert,14.999999999986358,A
808,N1,LRP331C,327.359,21.8030278,92.0772771,Bridge end,bridge,Box Culvert,10.000000000047748,A
809,N1,LRP332,327.369,21.8029167,92.0772771,"Cox,s Bazar 63 km",link,,992.999999999995,
810,N1,LRP333,328.362,21.7941941,92.0783882,"Cox,s Bazar 62 km",link,,774.9999999999773,
811,N1,LRP333A,329.137,21.7873886,92.0788882,Box culvert,bridge,Box Culvert,100.00000000002274,A
812,N1,LRP333B,329.237,21.7864997,92.0790271,Box culvert,bridge,Box Culvert,137.9999999999768,A
813,N1,LRP334,329.375,21.7853052,92.079166,"Cox,s Bazar 61 km",link,,180.00000000000682,
814,N1,LRP334A,329.555,21.7836941,92.0792771,Box culvert,bridge,Box Culvert,819.0000000000168,B
815,N1,LRP335,330.374,21.7782493,92.0840552,"Cox,s Bazar 60 km",link,,79.99999999998408,
816,N1,LRP335A,330.454,21.7776382,92.0843886,Box culvert,bridge,Box Culvert,224.9999999999659,A
817,N1,LRP335B,330.679,21.7758049,92.0851108,Box culvert,bridge,Box Culvert,195.00000000005,A
818,N1,LRP335C,330.874,21.7737216,92.0840552,Intersection with Z1126,link,,134.9999999999909,
819,N1,LRP335D,331.009,21.7732771,92.0837219,Box culvert,bridge,Box Culvert,293.0000000000064,A
820,N1,LRP336,331.302,21.7713049,92.0818327,"Cox,s Bazar 59 km",link,,24.00000000000091,
821,N1,LRP336A,331.326,21.7711938,92.0816382,Bridge start,bridge,PC Box,310.9999999999786,C
822,N1,LRP336B,331.637,21.7693327,92.079416,Bridge end,bridge,PC Box,428.9999999999736,C
823,N1,LRP336C,332.066,21.7664722,92.0767771,Road to Tuabazar (Z1127),link,,236.00000000004684,
824,N1,LRP337,332.302,21.7646389,92.075916,Km post missing,link,,574.9999999999886,
825,N1,LRP337A,332.877,21.7596389,92.0764993,Road to Badarkhali (R172),link,,552.9999999999973,
826,N1,LRP338,333.43,21.7546944,92.0770271,"Cox,s Bazar 57 km",link,,1002.0000000000095,
827,N1,LRP339,334.432,21.7466386,92.080916,"Cox,s Bazar 56 km",link,,865.0000000000091,
828,N1,LRP339A,335.297,21.7392497,92.0828604,Box culvert,bridge,Box Culvert,140.9999999999627,A
829,N1,LRP340,335.438,21.738083,92.0834163,Cox's Bazar 55 km,link,,50.99999999998772,
830,N1,LRP340A,335.489,21.7376386,92.0834719,Box culvert,bridge,Box Culvert,680.0000000000068,A
831,N1,LRP340B,336.169,21.7315827,92.0838052,Box culvert,bridge,Bridge,181.00000000004,A
832,N1,LRP340C,336.35,21.7299993,92.083833,Bridge start,bridge,Bridge,38.99999999998727,A
833,N1,LRP340D,336.389,21.7296382,92.083833,Bridge end,bridge,Bridge,69.00000000001683,A
834,N1,LRP341,336.458,21.7290271,92.0838608,"Cox,s Bazar 54 km",link,,688.9999999999645,
835,N1,LRP341A,337.147,21.7229438,92.0834719,Box culvert,bridge,Box Culvert,163.0000000000109,A
836,N1,LRP341B,337.31,21.7215549,92.0830827,Road to Alikadam(Z1005),link,,148.00000000002456,
837,N1,LRP342,337.458,21.7204716,92.0822493,Cox's Bazar 53km,link,,419.9999999999591,
838,N1,LRP342A,337.878,21.7169438,92.0824993,Pipe Culvert,bridge,Culvert,612.9999999999995,Unknown
839,N1,LRP343,338.491,21.7120833,92.0821104,"Cox,s Bazar 52 km",link,,526.9999999999868,
840,N1,LRP343A,339.018,21.7080278,92.0800549,Box culvert,bridge,Box Culvert,489.0000000000328,A
841,N1,LRP344,339.507,21.7040556,92.0788604,"Cox,s Bazar 51 km",link,,310.0000000000023,
842,N1,LRP344A,339.817,21.7013611,92.0783882,Box culvert,bridge,Box Culvert,697.9999999999791,A
843,N1,LRP345,340.515,21.6957497,92.0805827,Cox's Bazar 50km,link,,1012.0000000000005,
844,N1,LRP346,341.527,21.6868608,92.0800827,Cox's Bazar 49km,link,,1000.0,
845,N1,LRP347,342.527,21.678416,92.0770827,Cox's Bazar 48 km,link,,417.00000000003,
846,N1,LRP347A,342.944,21.6747493,92.0766104,Bridge start,bridge,Bridge,61.99999999995498,A
847,N1,LRP347B,343.006,21.6742216,92.0765549,Bridge end,bridge,Bridge,423.0000000000018,A
848,N1,LRP347C,343.429,21.6704438,92.0762771,Box culvert,bridge,Box Culvert,34.00000000004866,A
849,N1,LRP348,343.463,21.6695549,92.0760549,"Cox,s Bazar 47 km",link,,96.00000000000364,
850,N1,LRP348A,343.559,21.6688327,92.0759438,Road to Garzania (Z1130),link,,765.9999999999627,
851,N1,LRP348B,344.325,21.6618889,92.074916,Box culvert,bridge,Box Culvert,143.0000000000291,A
852,N1,LRP349,344.468,21.6606111,92.0750827,"Cox,s Bazar 46 km",link,,175.99999999998772,
853,N1,LRP349A,344.644,21.6590556,92.0751382,Bridge start,bridge,Bridge,55.99999999998317,A
854,N1,LRP349B,344.7,21.653,92.0751382,Bridge end,bridge,Bridge,783.9999999999918,C
855,N1,LRP350,345.484,21.6518056,92.0737771,"Cox,s Bazar 45 km",link,,237.0000000000232,
856,N1,LRP350A,345.721,21.6497219,92.0733049,Bridge start,bridge,Bridge,62.00000000001182,C
857,N1,LRP350B,345.783,21.6491941,92.0733049,Bridge end,bridge,Box Culvert,17.99999999997226,A
858,N1,LRP350C,345.801,21.649083,92.0733049,Box culvert,bridge,Box Culvert,251.0000000000332,A
859,N1,LRP350D,346.052,21.6468052,92.0733604,Box culvert,bridge,Box Culvert,447.00000000000273,A
860,N1,LRP351,346.499,21.6428608,92.0732216,"Cox,s Bazar 44 km",link,,1017.9999999999724,
861,N1,LRP352,347.517,21.634833,92.0770271,"Cox,s Bazar 43 km",link,,1028.00000000002,
862,N1,LRP353,348.545,21.6259716,92.0773882,"Cox,s Bazar 42 km",link,,733.9999999999804,
863,N1,LRP353A,349.279,21.6213604,92.0724438,Box culvert,bridge,Box Culvert,266.00000000001955,B
864,N1,LRP354,349.545,21.6197771,92.0705271,Cox's Bazar 41km,link,,399.0000000000009,
865,N1,LRP354A,349.944,21.617166,92.0679993,Bridge start,bridge,Bridge,50.99999999998772,A
866,N1,LRP354B,349.995,21.6167771,92.0678049,Bridge end,bridge,Bridge,58.99999999996908,A
867,N1,LRP354C,350.054,21.6150556,92.0667771,"Z1131, Kutakhali-Maheshkhali",link,,115.0000000000091,
868,N1,LRP355,350.169,21.61225,92.0652222,"Cox,s Bazar 40 km",link,,140.0000000000432,
869,N1,LRP355A,350.309,21.610086825,92.06399479375,Box culvert,bridge,Box Culvert,179.99999999994998,A
870,N1,LRP355B,350.489,21.6073056,92.0624167,Box culvert,bridge,Box Culvert,797.0000000000255,A
871,N1,LRP356,351.286,21.6039167,92.0619444,"Cox,s Bazar 39 km",link,,57.00000000001637,
872,N1,LRP356A,351.343,21.603029505025123,92.061920540201,Box culvert,bridge,Box Culvert,341.0000000000082,A
873,N1,LRP356B,351.684,21.5977219,92.0617778,Box culvert,bridge,Box Culvert,601.9999999999754,A
874,N1,LRP357,352.286,21.5951108,92.0611944,Cox's Bazar 38km,link,,81.99999999999363,
875,N1,LRP357A,352.368,21.59379884019608,92.06161870980392,Box culvert,bridge,Box Culvert,326.0000000000218,A
876,N1,LRP357B,352.694,21.588583,92.0633056,Box culvert,bridge,Box Culvert,503.9999999999623,A
877,N1,LRP358,353.198,21.5875274,92.0650278,"Cox,s Bazar 37 km",link,,100.00000000002274,
878,N1,LRP358A,353.298,21.5861941,92.0650278,Box culvert,bridge,Box Culvert,168.00000000000637,C
879,N1,LRP358B,353.466,21.584833,92.0652222,Box culvert,bridge,Box Culvert,730.9999999999945,A
880,N1,LRP359,354.197,21.5791938,92.0668049,Cox's Bazar 36 km,link,,129.0000000000191,
881,N1,LRP359A,354.326,21.5769993,92.0697216,Box culvert,bridge,Box Culvert,840.9999999999513,A
882,N1,LRP360,355.167,21.5717216,92.0718049,"Cox,s Bazar 35 km",link,,694.0000000000168,
883,N1,LRP360A,355.861,21.564,92.0702493,Box Culvert,bridge,Box Culvert,326.0000000000218,A
884,N1,LRP361,356.187,21.5629444,92.0700271,"Cox,s Bazar 34 km",link,,134.9999999999909,
885,N1,LRP361A,356.322,21.5618056,92.0696382,Box Culvert,bridge,Box Culvert,120.9999999999809,A
886,N1,LRP361B,356.443,21.5608333,92.0692771,Box Culvert,bridge,Box Culvert,746.0000000000377,A
887,N1,LRP362,357.189,21.5555,92.0679716,"Cos,x Bazar 33 km",link,,195.99999999996956,
888,N1,LRP362A,357.385,21.5553056,92.067916,Bridge start,bridge,Bridge,52.00000000002092,A
889,N1,LRP362B,357.437,21.5548889,92.0678049,Bridge end,bridge,Bridge,423.0000000000018,A
890,N1,LRP362C,357.86,21.5484719,92.0670827,Bridge start,bridge,Bridge,45.99999999999227,A
891,N1,LRP362D,357.906,21.548083,92.0670271,Bridge end,bridge,Bridge,182.99999999999272,A
892,N1,LRP363,358.089,21.546583,92.0668327,"Cox,s Bazar 32 km",link,,887.0000000000005,
893,N1,LRP364,358.976,21.538333,92.0639722,Cox's Bazar 31km,link,,1016.0000000000196,
894,N1,LRP365,359.992,21.5294993,92.0650278,Cox.s Bazar 30 km,link,,32.99999999995862,
895,N1,LRP365A,360.025,21.5283049,92.0650833,Box culvert,bridge,Box Culvert,212.00000000004596,A
896,N1,LRP365B,360.237,21.5264716,92.0651944,Box culvert,bridge,Box Culvert,343.9999999999941,A
897,N1,LRP365C,360.581,21.5234716,92.0656111,Bridge start,bridge,Box Culvert,19.99999999998181,A
898,N1,LRP365D,360.601,21.5233049,92.0656389,Bridge end,bridge,Box Culvert,139.00000000001,A
899,N1,LRP365E,360.74,21.5220827,92.0658611,Box culvert,bridge,Box Culvert,161.99999999997772,A
900,N1,LRP366,360.902,21.520666,92.0661667,"Cox,s Bazar 29 km",link,,555.0000000000068,
901,N1,LRP366A,361.457,21.5161111,92.068166,Box culvert,bridge,Box Culvert,423.9999999999782,A
902,N1,LRP366B,361.881,21.5126944,92.0698604,Box culvert,bridge,Box Culvert,27.000000000043656,A
903,N1,LRP367,361.908,21.5125556,92.0699438,Cox.s Bazar 28 km,link,,512.0000000000005,
904,N1,LRP367A,362.42,21.5083889,92.0717493,Box culvert,bridge,Box Culvert,204.00000000000773,A
905,N1,LRP367B,362.624,21.5069722,92.072916,Box culvert,bridge,Box Culvert,283.9999999999918,A
906,N1,LRP368,362.908,21.505,92.0745549,Cox's Bazar 27km,link,,911.0000000000014,
907,N1,LRP368A,363.819,21.4974719,92.0765549,Box culvert,bridge,Box Culvert,88.99999999999864,A
908,N1,LRP369,363.908,21.4968608,92.0769438,Cox's Bazar 26km,link,,48.00000000000182,
909,N1,LRP369A,363.956,21.4964441,92.077166,Box culvert,bridge,Box Culvert,904.9999999999728,A
910,N1,LRP370,364.861,21.4901941,92.0818049,"Cox,s Bazar 25 km",link,,985.99999999999,
911,N1,LRP371,365.847,21.4870274,92.0898052,"Cox,s Bazar 24 km",link,,274.0000000000009,
912,N1,LRP371A,366.121,21.4851386,92.091333,Box culvert,bridge,Box Culvert,700.0000000000455,Unknown
913,N1,LRP372,366.821,21.4793604,92.0938886,Cox.s Bazar 23 km,link,,357.99999999994725,
914,N1,LRP372A,367.179,21.4767771,92.0957497,Box culvert,bridge,Box Culvert,250.0,A
915,N1,LRP372B,367.429,21.4750549,92.0971663,Box culvert,bridge,Box Culvert,522.0000000000482,A
916,N1,LRP373,367.951,21.4713604,92.0997497,"Cox,s Bazar 22 km",link,,20.999999999958163,
917,N1,LRP373A,367.972,21.4712216,92.0998886,Bridge start,bridge,Bridge,59.00000000002592,A
918,N1,LRP373B,368.031,21.4708049,92.1002222,Bridge end,bridge,Bridge,533.9999999999918,A
919,N1,LRP373C,368.565,21.4667216,92.1025,Box culvert,bridge,Box Culvert,367.0000000000186,B
920,N1,LRP374,368.932,21.4635833,92.1029167,"Cox,s Bazar 21 km",link,,968.999999999994,
921,N1,LRP375,369.901,21.4564722,92.1038056,"Cox,s Bazar 20 km",link,,379.99999999999545,
922,N1,LRP375A,370.281,21.4545,92.10075,Box culvert,bridge,Box Culvert,421.9999999999686,A
923,N1,LRP375B,370.703,21.4512778,92.0994441,Box culvert,bridge,Box Culvert,222.00000000003683,A
924,N1,LRP376,370.925,21.4496108,92.0994997,"Cox,s Bazar 19 km",link,,57.00000000001637,
925,N1,LRP376A,370.982,21.4494719,92.0995274,"Z1001, Road to Naikkongchhari",link,,597.9999999999563,
926,N1,LRP376B,371.58,21.443833,92.1014167,Box culvert,bridge,Box Culvert,223.99999999998957,A
927,N1,LRP376C,371.804,21.4421663,92.1008611,Bridge start,bridge,Bridge,56.00000000004002,A
928,N1,LRP376D,371.86,21.4417497,92.1006667,Bridge end,bridge,Bridge,62.00000000001182,A
929,N1,LRP377,371.922,21.4413608,92.1003611,"Cox,s Bazar 18 km",link,,466.9999999999845,
930,N1,LRP377A,372.389,21.4375552,92.0984997,Box culvert,bridge,Box Culvert,343.9999999999941,A
